Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
LILRA2,4.5824,4.585,8.283635,8.4301
TMEM132D,7.309252,7.5469,3.897481,4.0875
IL1RAP,7.334075,7.6294,11.091122,11.183851
FCER1G,6.968507,6.8202,11.200212,11.39875
RP11-684N3.1,5.206896,5.3923,1.69596,1.585
HOXD13,0.128021,0.0,6.069693,6.7879
SPX,9.319964,9.5392,6.469391,6.3835
RBM11,7.031513,7.0553,3.961878,4.0875
NRXN3,10.841347,10.8416,7.779465,7.817
VAMP8,6.385896,6.3399,10.239074,10.31855
CCL4,3.923805,3.7004,7.855227,7.8046
CD2,2.196889,2.0,5.866712,6.098
PWRN1,3.865993,3.9069,0.721715,0.0
RP11-66N24.7,4.89455,4.784,1.646535,1.585
HIST1H2AG,2.543488,2.585,5.91325,5.8592
C9orf172,10.68181,10.8424,8.250284,8.39005
GABRD,10.309994,10.8353,7.168326,7.24315
HOXC6,1.01951,1.0,5.82937,6.50845
MYT1L,10.502581,11.0486,6.291287,6.6724
LINC00282,6.599487,6.4785,3.528293,3.53345
ANKRD34B,4.986857,4.4594,1.437576,1.0
CPLX3,7.729552,7.6268,3.93909,3.871
TRPM8,2.285459,2.3219,6.944577,7.0224
PLEKHA4,7.257803,7.2574,11.104549,11.23605
CTD-2562J17.6,11.185922,11.4757,8.494774,8.42835
TFPI,6.247708,6.2854,10.1275,10.28075
C2,6.392434,6.4102,10.231825,10.29825
SLC8A1-AS1,1.879266,1.585,5.838996,6.1358
HAND2,1.944567,1.585,5.289914,5.8703
PLCXD3,8.965283,9.0954,5.828285,5.7269
COL4A2,9.22014,9.2264,13.664126,13.9736
KLHL1,5.979598,5.9255,1.866385,1.585
MROH7-TTC4,7.244068,7.5468,4.481333,4.84855
HP,4.482695,4.585,8.258735,8.2363
HOXA2,0.735453,0.0,5.692498,5.44285
RAB42,3.385725,3.3219,8.174613,8.2969
CD86,5.300167,5.3576,9.387522,9.593823
HOXD3,1.856763,1.585,5.817449,6.11155
PLAU,5.273434,5.2854,10.32335,10.4012
RP11-84A19.3,0.277316,0.0,3.55031,3.6649
ARL11,2.882516,2.8074,6.973922,7.14465
RP11-173P15.5,0.743627,0.0,4.256734,5.3972
PTGS1,6.487309,6.5546,10.443775,10.41415
CTA-315H11.2,3.514529,3.585,0.389993,0.0
ORC1,3.554256,3.4594,7.800494,7.9188
ANKRD30B,4.58847,5.3219,1.033003,1.0
LIF,3.554989,3.0,8.768821,8.867
OTP,1.439979,1.0,6.278895,6.6864
AURKA,5.205458,5.2854,9.06857,9.2006
PVT1,3.629457,3.8074,7.557306,7.7328
P2RX5,7.511501,7.8932,4.731375,4.6456
BCAS1,13.245991,13.3137,10.060787,10.18515
SYT1,12.428539,12.9524,9.41703,9.27365
IL1B,4.643403,4.4594,8.419844,8.54105
OSR2,1.644723,1.585,5.463785,5.5236
ANKRD19P,8.532096,8.9081,4.569414,4.602
MEOX2-AS1,1.140231,1.0,6.273034,6.76815
RASAL1,8.395662,8.9425,5.557291,5.6864
HAS2,4.058173,4.1699,9.183285,9.30605
TLX1,0.199674,0.0,3.513429,3.1699
HLA-DMB,7.296486,7.2192,11.598006,11.7528
CHAD,7.882304,7.8392,3.80409,3.8074
TP53,7.518281,7.5774,11.478913,11.60035
RP4-789D17.3,7.04335,7.8608,0.583366,0.0
MIR124-2HG,8.418943,8.7482,4.364496,4.4594
RP11-506F3.1,6.002735,6.2483,3.091058,3.1699
MS4A6A,6.353114,6.2785,11.293988,11.3404
CCL18,0.719338,0.0,4.390974,3.7004
SIX3,6.090871,5.1699,2.762915,2.3219
MAP7D2,9.987611,10.3955,6.430695,6.45925
AGMO,3.10212,3.1699,7.311677,7.50775
RP11-354P17.15,3.443581,3.4594,0.497909,0.0
HLA-DOA,6.228282,6.2288,10.271145,10.33415
SPOCK3,10.91691,11.0272,8.26795,8.29915
AMER3,8.367481,8.6724,4.517672,4.5543
SPRR3,3.293335,4.0875,0.165682,0.0
SIX1,3.258934,3.3219,7.484285,7.622059
TMEM191A,7.075652,7.1822,4.355956,4.35505
CELF5,11.083545,11.6485,7.852464,7.94725
FAM131C,8.648067,8.4262,5.882476,5.9005
TMEM130,11.795754,12.0974,8.029577,8.2715
AURKB,1.261572,1.0,8.813174,8.9929
DRD1,6.972049,7.1293,3.927109,3.95345
CYP4F29P,6.118959,5.9561,2.495976,2.0335
CD70,0.951396,1.0,4.20104,3.85715
PDPN,8.011632,7.9658,12.816163,13.1195
MMP9,3.639067,3.585,9.706196,9.78825
SASH3,6.012607,6.0,9.884287,10.130257
POSTN,3.635942,3.4594,10.609506,10.468
PPP1R1B,12.631427,12.4152,9.463287,9.70555
FRMPD4,8.342618,8.6546,4.858575,4.88245
SEC14L5,9.998841,10.2749,6.659816,6.554596
SPINK8,1.338995,1.0,5.142759,5.37495
HPSE2,8.035956,8.3174,4.097936,3.85715
RNF212,6.999453,6.9658,3.512322,3.1699
GPR34,5.91171,6.0,10.473337,10.57505
MMP1,0.65785,0.0,4.591466,4.4915
FBXO2,12.051647,12.1988,9.012592,9.01815
IFI30,6.915592,6.6294,12.215141,12.2448
RP11-867G23.4,5.644019,6.0531,1.638387,0.0
JAKMIP1,10.021401,10.3004,6.889368,6.9307
CLEC2L,8.556271,8.7846,4.674276,4.9771
HTR5A,7.543605,7.9932,3.121158,2.8074
FSTL5,8.850509,8.7415,4.681557,4.6994
LSP1,5.802761,5.7511,10.101944,10.23135
NAPB,12.46553,12.7649,10.06289,9.98155
HLA-DQA2,2.657772,2.3219,7.071381,7.19175
SVOP,10.276829,10.7903,6.010631,6.4078
EGFR,9.555018,9.7142,14.398679,14.2599
CCNB1,6.850937,7.0444,10.698789,10.84405
C1QB,8.775182,8.7715,13.673569,13.7474
SAMD9,5.650018,5.6724,9.666535,9.703
METTL7B,4.992104,5.0875,11.511633,11.6828
RP11-414J4.2,5.318646,4.477,1.909527,2.06
CAMK2B,12.840324,13.2102,10.109424,10.4599
SLC35F3,8.372736,8.5661,4.414214,4.6439
ACTB,15.288442,15.4337,17.863995,17.99105
EMP3,7.684804,7.7142,11.665152,12.05175
GABRA4,8.700813,9.124,5.491021,5.96575
CD44,8.650416,8.3038,14.219311,14.34415
TBX15,4.497857,4.585,8.360474,8.6239
BUB1B,3.531458,3.5922,8.965234,9.1209
RP1-261G23.7,2.486702,2.5509,6.229052,6.4547
TREM2,6.390123,6.4757,11.42568,11.5505
RP11-139H14.5,7.984982,7.9307,5.139576,5.3576
AC015936.3,4.127458,4.2418,7.805549,7.8779
DNAJA4,11.851012,11.8959,9.453566,9.54785
WNK2,11.085303,11.3092,7.89254,7.9734
KCNA4,5.966646,6.5999,3.121397,3.0
PRSS1,3.162216,2.8074,0.038084,0.0
TNFRSF9,0.798358,0.0,3.998653,3.85715
FAT2,7.188263,5.5546,3.544782,3.64495
TGM5,1.785492,1.585,5.228999,5.30365
NOX4,3.12517,3.2403,7.931895,8.125415
TNN,2.349857,2.3219,6.087113,6.0444
RP11-403A3.1,1.861797,1.585,5.340177,5.30365
RPLP0P6,5.375855,5.3374,9.447692,9.52495
EPHB6,10.732057,10.7507,8.341945,8.3421
PCP4L1,9.072269,9.0848,5.890018,5.82015
MMRN1,4.211897,4.0875,7.852944,7.9453
TIMP1,9.033754,8.9218,13.550133,13.54155
