Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
MFSD2A,3.436749,3.4594,8.967132,9.058
LINC01354,6.629847,6.7944,3.909626,4.0875
KCNJ16,10.249101,10.4231,8.116131,8.6073
CCNB2,3.996961,4.0,8.774587,8.9801
RP11-609D21.3,2.853997,3.7071,7.360855,7.6671
RP11-326L17.1,3.978977,4.0875,1.353273,1.0
RP11-700H6.4,3.029581,3.0,0.716525,0.0
DKK1,2.196294,2.0,8.671755,8.9887
MT1H,7.533572,7.5157,5.666387,5.7279
RPS2P7,6.281605,6.5317,4.149984,4.2118
SHISA2,3.312874,3.3219,8.673199,8.8138
STAC,2.302245,2.3219,6.591208,6.5546
RP11-23P13.6,8.194613,8.2761,5.906029,6.2416
ZNF860,2.374129,2.3219,6.744687,6.8202
CDK1,3.968293,3.9069,9.440415,9.6421
ERP27,12.700861,12.9593,8.538147,8.1241
CRISPLD1,3.399459,3.3219,8.505361,8.676
GZMK,2.824753,3.0,7.433383,7.3837
MYH6,5.102989,5.1607,1.617449,1.585
IGKV2D-28,0.536768,0.0,6.381756,7.1674
RPL37P6,0.23707,0.0,4.888025,4.9676
FAM64A,1.416339,1.0426,6.956566,6.9816
PRR35,4.31491,4.5236,0.831875,0.0
FBXW12,6.825588,7.0224,2.142463,2.0
SLAMF7,3.688108,3.7004,8.839925,8.9944
GLP1R,7.626139,7.7074,5.479778,5.7004
F11,9.143756,9.3189,6.278641,6.6581
IGKV1D-33,0.05389,0.0,3.624888,3.8679
HLA-A,11.489113,11.5711,16.004177,16.0309
AC079767.4,0.217047,0.0,4.043272,4.0
RP11-10A14.5,0.793284,1.0,4.521149,4.6439
NRP2,6.64991,6.6724,11.915894,12.0688
FRMD5,3.003587,3.0,8.137479,8.1396
PODNL1,4.315153,4.3219,8.811048,8.9129
FCRL3,1.41461,1.585,5.945604,5.8074
ZNF365,3.012097,3.0,8.200042,8.2288
IGLV3-19,1.720913,1.0,7.551808,7.3923
REG1A,19.14107,19.5401,12.878273,13.8104
FLJ38122,8.174666,8.2574,3.475458,3.7004
SEMA3C,5.724684,5.6147,11.541283,11.7899
CD207,1.423221,1.585,6.351272,6.5236
HLA-DRA,9.65068,9.6528,14.773096,15.0105
RP11-10G12.1,0.197586,0.0,3.968992,4.0959
CHIT1,2.636071,2.585,8.072347,8.2668
FAM150B,9.243335,9.3978,6.366522,6.4263
CKAP2L,1.700993,1.585,7.537054,7.6582
SH3PXD2A-AS1,0.70695,0.0,6.750142,7.0875
SLC30A2,11.142952,11.4589,7.300253,7.5699
CLSPN,2.414849,2.585,6.642596,6.7682
RYR2,8.95213,9.0553,7.290645,7.1997
SLC39A5,12.687951,12.8621,8.150248,8.3531
RP11-798K3.2,5.811551,5.9542,2.007024,1.585
MUC16,2.324868,2.3219,9.340274,10.3219
SPARC,11.380132,11.4969,16.680009,16.8045
RP11-284F21.10,3.145813,3.0,8.35605,8.6639
IGHV1-69,0.412831,0.0,4.97139,5.0378
YWHAZP5,1.07536,1.0,5.405849,5.6041
CRHR2,5.277617,5.3576,2.870989,2.8074
MYB,2.152519,2.0,7.040575,7.0553
RP11-468E2.1,3.630496,4.5807,9.983207,10.3245
